"airport_code","month","day","hour","temp_c","precipitation_mm","humidity_perc","pressure_hpa"
MIA,9.0,8.0,17.0,31.7,0.0,63.0,1011.0
MIA,9.0,8.0,18.0,32.2,0.0,59.0,1010.6
MIA,9.0,8.0,19.0,32.8,0.0,58.0,1009.9
MIA,9.0,8.0,20.0,32.8,0.0,60.0,1009.3
MIA,9.0,8.0,21.0,32.2,0.0,62.0,1009.5
MIA,9.0,8.0,22.0,31.7,0.0,65.0,1009.5
MIA,9.0,8.0,23.0,31.1,0.0,68.0,1009.4
MIA,9.0,9.0,0.0,30.0,0.0,72.0,1009.8
MIA,9.0,9.0,1.0,30.0,0.0,72.0,1009.8
MIA,9.0,9.0,2.0,28.9,0.0,82.0,1011.1
MIA,9.0,9.0,3.0,28.9,0.0,80.0,1011.2
MIA,9.0,9.0,4.0,28.9,0.0,80.0,1011.2
MIA,9.0,9.0,5.0,28.3,0.0,85.0,1011.0
MIA,9.0,9.0,6.0,27.8,0.0,77.0,1011.1
MIA,9.0,9.0,7.0,27.2,0.0,82.0,1010.8
MIA,9.0,9.0,8.0,27.2,0.0,79.0,1010.6
MIA,9.0,9.0,9.0,26.7,0.0,85.0,1010.3
MIA,9.0,9.0,10.0,26.1,0.0,85.0,1010.8
MIA,9.0,9.0,11.0,26.1,0.0,85.0,1011.2
MIA,9.0,9.0,12.0,26.1,0.0,82.0,1011.8
MIA,9.0,9.0,13.0,27.8,0.0,77.0,1012.0
MIA,9.0,9.0,14.0,28.3,0.0,74.0,1012.3
MIA,9.0,9.0,15.0,29.4,0.0,68.0,1012.5
MIA,9.0,9.0,16.0,30.6,0.0,65.0,1012.3
MIA,9.0,9.0,17.0,31.1,0.0,63.0,1011.9
MIA,9.0,9.0,18.0,31.7,0.0,61.0,1011.8
MIA,9.0,9.0,19.0,32.2,0.0,59.0,1011.3
MIA,9.0,9.0,20.0,33.3,0.0,54.0,1010.4
MIA,9.0,9.0,21.0,33.9,0.0,52.0,1010.7
MIA,9.0,9.0,22.0,33.3,0.0,49.0,1010.9
MIA,9.0,9.0,23.0,32.8,0.0,50.0,1011.1
MIA,9.0,10.0,0.0,32.2,0.0,54.0,1011.8
MIA,9.0,10.0,1.0,30.6,0.0,72.0,1012.1
MIA,9.0,10.0,2.0,30.0,0.0,75.0,1012.7
MIA,9.0,10.0,3.0,29.4,0.0,77.0,1013.3
MIA,9.0,10.0,4.0,28.3,0.0,79.0,1012.7
MIA,9.0,10.0,5.0,28.3,0.0,74.0,1012.9
MIA,9.0,10.0,6.0,27.8,0.0,79.0,1012.9
MIA,9.0,10.0,7.0,27.2,0.0,82.0,1012.9
MIA,9.0,10.0,8.0,26.7,0.0,87.0,1012.9
MIA,9.0,10.0,9.0,26.7,0.0,87.0,1013.0
MIA,9.0,10.0,10.0,26.1,0.0,90.0,1013.3
MIA,9.0,10.0,11.0,26.1,0.0,90.0,1013.9
MIA,9.0,10.0,12.0,26.7,0.0,85.0,1014.6
MIA,9.0,10.0,13.0,27.8,0.0,82.0,1015.0
MIA,9.0,10.0,14.0,28.9,0.0,77.0,1015.0
MIA,9.0,10.0,15.0,30.6,0.0,70.0,1015.3
MIA,9.0,10.0,16.0,31.1,0.0,66.0,1015.3
MIA,9.0,10.0,17.0,31.1,0.0,68.0,1014.9
MIA,9.0,10.0,18.0,30.6,0.0,68.0,1014.3
MIA,9.0,10.0,19.0,28.3,,70.0,1013.9
MIA,9.0,10.0,20.0,30.6,,65.0,1013.2
MIA,9.0,10.0,21.0,32.2,0.0,62.0,1013.1
MIA,9.0,10.0,22.0,30.6,0.0,72.0,1013.0
MIA,9.0,10.0,23.0,29.4,0.0,77.0,1013.6
MIA,9.0,11.0,0.0,29.4,0.0,77.0,1014.5
MIA,9.0,11.0,1.0,28.9,0.0,80.0,1015.0
MIA,9.0,11.0,2.0,23.0,14.0,100.0,1016.5
MIA,9.0,11.0,3.0,23.3,8.4,94.0,1017.1
MIA,9.0,11.0,4.0,23.9,0.0,94.0,1016.9
MIA,9.0,11.0,5.0,24.4,0.0,94.0,1016.2
MIA,9.0,11.0,6.0,24.4,0.0,94.0,1015.9
MIA,9.0,11.0,7.0,24.4,0.0,94.0,1015.9
MIA,9.0,11.0,8.0,24.4,0.0,91.0,1015.7
MIA,9.0,11.0,9.0,25.0,0.0,88.0,1015.5
MIA,9.0,11.0,10.0,24.4,0.0,91.0,1015.9
MIA,9.0,11.0,11.0,24.4,0.0,91.0,1016.6
MIA,9.0,11.0,12.0,25.6,0.0,82.0,1017.4
MIA,9.0,11.0,13.0,26.7,0.0,85.0,1017.9
MIA,9.0,11.0,14.0,28.3,0.0,79.0,1018.2
MIA,9.0,11.0,15.0,30.0,0.0,70.0,1018.6
MIA,9.0,11.0,16.0,31.1,0.0,66.0,1018.1
MIA,9.0,11.0,17.0,31.7,0.0,63.0,1017.4
MIA,9.0,11.0,18.0,31.7,0.0,63.0,1016.8
MIA,9.0,11.0,19.0,30.6,0.0,70.0,1016.5
MIA,9.0,11.0,20.0,31.1,0.0,70.0,1016.1
MIA,9.0,11.0,21.0,31.1,0.0,66.0,1015.9
MIA,9.0,11.0,22.0,29.4,,80.0,1015.8
MIA,9.0,11.0,23.0,29.4,,70.0,1015.7
MIA,9.0,12.0,0.0,24.0,9.7,89.0,1016.6
MIA,9.0,12.0,1.0,24.4,45.2,91.0,1017.1
MIA,9.0,12.0,2.0,24.4,1.8,91.0,1018.1
MIA,9.0,12.0,3.0,25.0,0.3,88.0,1018.4
MIA,9.0,12.0,4.0,25.0,,90.0,1018.3
MIA,9.0,12.0,5.0,25.0,0.0,90.0,1017.6
MIA,9.0,12.0,6.0,25.0,0.0,90.0,1017.0
MIA,9.0,12.0,7.0,25.0,0.0,94.0,1016.9
MIA,9.0,12.0,8.0,24.4,0.0,97.0,1016.7
MIA,9.0,12.0,9.0,24.4,0.0,97.0,1016.8
MIA,9.0,12.0,10.0,25.0,0.0,94.0,1017.0
MIA,9.0,12.0,11.0,25.6,0.0,87.0,1017.3
MIA,9.0,12.0,12.0,25.6,0.0,87.0,1017.9
MIA,9.0,12.0,13.0,26.6,0.0,76.0,1018.2
MIA,9.0,12.0,14.0,28.3,0.0,72.0,1017.9
MIA,9.0,12.0,15.0,30.0,0.0,65.0,1018.1
MIA,9.0,12.0,16.0,30.6,0.0,59.0,1017.8
MIA,9.0,12.0,17.0,31.7,0.0,56.0,1017.2
MIA,9.0,12.0,18.0,32.2,0.0,56.0,1016.6
MIA,9.0,12.0,19.0,32.2,0.0,54.0,1015.9
MIA,9.0,12.0,20.0,32.8,0.0,52.0,1015.7
MIA,9.0,12.0,21.0,32.2,0.0,59.0,1015.1
MIA,9.0,12.0,22.0,30.0,0.0,72.0,1015.1
MIA,9.0,12.0,23.0,28.3,0.0,79.0,1015.2
MIA,9.0,13.0,0.0,27.8,0.0,85.0,1015.6
MIA,9.0,13.0,1.0,27.8,0.0,85.0,1016.4
MIA,9.0,13.0,2.0,28.3,0.0,70.0,1017.1
MIA,9.0,13.0,3.0,27.2,,82.0,1017.4
MIA,9.0,13.0,4.0,27.2,0.0,82.0,1017.3
MIA,9.0,13.0,5.0,27.2,0.0,82.0,1016.6
MIA,9.0,13.0,6.0,27.2,0.0,82.0,1016.0
MIA,9.0,13.0,7.0,27.8,0.0,77.0,1015.6
MIA,9.0,13.0,8.0,26.7,0.0,74.0,1015.1
MIA,9.0,13.0,9.0,26.1,0.0,82.0,1014.8
MIA,9.0,13.0,10.0,25.6,0.0,84.0,1014.7
MIA,9.0,13.0,11.0,25.6,0.0,82.0,1015.5
MIA,9.0,13.0,12.0,26.1,0.0,79.0,1015.9
MIA,9.0,13.0,13.0,27.2,0.0,74.0,1016.7
MIA,9.0,13.0,14.0,28.3,0.0,68.0,1017.2
MIA,9.0,13.0,15.0,29.4,0.0,61.0,1017.5
MIA,9.0,13.0,16.0,30.6,0.0,55.0,1017.1
MIA,9.0,13.0,17.0,31.7,0.0,47.0,1016.3
MIA,9.0,13.0,18.0,31.7,0.0,50.0,1015.7
MIA,9.0,13.0,19.0,32.2,0.0,52.0,1015.2
MIA,9.0,13.0,20.0,32.2,0.0,52.0,1014.7
MIA,9.0,13.0,21.0,32.2,0.0,52.0,1014.6
MIA,9.0,13.0,22.0,31.7,0.0,54.0,1013.9
MIA,9.0,13.0,23.0,31.1,0.0,55.0,1014.0
MIA,9.0,14.0,0.0,30.6,0.0,51.0,1014.1
MIA,9.0,14.0,1.0,29.4,0.0,65.0,1015.1
MIA,9.0,14.0,2.0,28.9,0.0,65.0,1016.0
MIA,9.0,14.0,3.0,28.3,0.0,70.0,1016.2
MIA,9.0,14.0,4.0,27.8,0.0,74.0,1016.4
MIA,9.0,14.0,5.0,27.2,0.0,74.0,1016.2
MIA,9.0,14.0,6.0,26.7,0.0,79.0,1015.7
MIA,9.0,14.0,7.0,26.7,0.0,79.0,1015.3
MIA,9.0,14.0,8.0,26.1,0.0,82.0,1014.9
MIA,9.0,14.0,9.0,25.6,0.0,87.0,1014.9
MIA,9.0,14.0,10.0,25.6,0.0,84.0,1015.4
MIA,9.0,14.0,11.0,25.6,0.0,84.0,1015.9
MIA,9.0,14.0,12.0,26.1,0.0,85.0,1016.4
MIA,9.0,14.0,13.0,27.8,0.0,74.0,1016.9
MIA,9.0,14.0,14.0,28.3,0.0,70.0,1017.2
MIA,9.0,14.0,15.0,30.0,0.0,63.0,1017.5
MIA,9.0,14.0,16.0,30.0,0.0,59.0,1017.5
MIA,9.0,14.0,17.0,30.6,0.0,59.0,1017.1
MIA,9.0,14.0,18.0,31.7,0.0,52.0,1016.3
MIA,9.0,14.0,19.0,31.7,0.0,56.0,1015.2
MIA,9.0,14.0,20.0,32.2,0.0,54.0,1014.5
MIA,9.0,14.0,21.0,31.7,0.0,56.0,1014.2
MIA,9.0,14.0,22.0,31.7,0.0,56.0,1014.3
MIA,9.0,14.0,23.0,30.0,0.0,72.0,1015.0
MIA,9.0,15.0,0.0,28.9,0.0,77.0,1015.6
MIA,9.0,15.0,1.0,28.3,0.0,79.0,1016.3
MIA,9.0,15.0,2.0,28.9,0.0,80.0,1016.8
MIA,9.0,15.0,3.0,28.3,,79.0,1017.1
MIA,9.0,15.0,4.0,28.3,0.0,72.0,1017.1
MIA,9.0,15.0,5.0,27.8,0.0,72.0,1016.9
MIA,9.0,15.0,6.0,27.2,0.0,74.0,1016.5
MIA,9.0,15.0,7.0,26.7,0.0,82.0,1016.0
MIA,9.0,15.0,8.0,26.7,0.0,76.0,1015.6
MIA,9.0,15.0,9.0,26.1,0.0,82.0,1015.5
MIA,9.0,15.0,10.0,26.1,0.0,82.0,1016.0
MIA,9.0,15.0,11.0,25.6,0.0,84.0,1016.5
MIA,9.0,15.0,12.0,26.1,0.0,82.0,1017.2
MIA,9.0,15.0,13.0,27.8,0.0,74.0,1017.8
MIA,9.0,15.0,14.0,28.3,0.0,72.0,1018.3
MIA,9.0,15.0,15.0,29.4,0.0,68.0,1018.6
MIA,9.0,15.0,16.0,30.6,0.0,59.0,1018.1
MIA,9.0,15.0,17.0,31.7,0.0,56.0,1017.6
MIA,9.0,15.0,18.0,32.8,0.0,50.0,1017.1
MIA,9.0,15.0,19.0,32.8,0.0,50.0,1016.2
MIA,9.0,15.0,20.0,33.3,0.0,49.0,1015.7
MIA,9.0,15.0,21.0,31.1,0.0,66.0,1015.4
MIA,9.0,15.0,22.0,30.6,0.0,63.0,1015.6
MIA,9.0,15.0,23.0,29.4,0.0,65.0,1015.9
MIA,9.0,16.0,0.0,28.9,0.0,70.0,1016.6
MIA,9.0,16.0,1.0,28.3,0.0,74.0,1017.2
MIA,9.0,16.0,2.0,28.3,0.0,77.0,1018.1
MIA,9.0,16.0,3.0,28.3,0.0,79.0,1018.3
MIA,9.0,16.0,4.0,27.8,0.0,82.0,1018.0
MIA,9.0,16.0,5.0,27.8,0.0,79.0,1018.2
MIA,9.0,16.0,6.0,27.8,0.0,82.0,1017.6
MIA,9.0,16.0,7.0,27.2,0.0,82.0,1017.5
MIA,9.0,16.0,8.0,27.2,0.0,82.0,1017.0
MIA,9.0,16.0,9.0,27.8,0.0,79.0,1017.0
MIA,9.0,16.0,10.0,26.7,0.0,87.0,1017.4
MIA,9.0,16.0,11.0,27.2,0.0,85.0,1017.5
MIA,9.0,16.0,12.0,27.8,0.0,82.0,1017.8
MIA,9.0,16.0,13.0,28.9,0.0,74.0,1018.2
MIA,9.0,16.0,14.0,30.0,0.0,70.0,1018.6
MIA,9.0,16.0,15.0,31.1,0.0,63.0,1018.7
MIA,9.0,16.0,16.0,33.3,0.0,58.0,1018.5
MIA,9.0,16.0,17.0,32.2,0.0,59.0,1017.7
MIA,9.0,16.0,18.0,31.1,0.0,61.0,1017.0
MIA,9.0,16.0,19.0,31.1,0.0,63.0,1016.4
MIA,9.0,16.0,20.0,32.2,,64.0,1016.0
MIA,9.0,16.0,21.0,31.1,0.0,73.0,1015.7
MIA,9.0,16.0,22.0,29.4,0.0,74.0,1015.8
MIA,9.0,16.0,23.0,30.0,0.0,77.0,1015.9
MIA,9.0,17.0,0.0,29.4,0.0,80.0,1016.3
MIA,9.0,17.0,1.0,29.4,0.0,80.0,1016.9
MIA,9.0,17.0,2.0,28.9,0.0,82.0,1017.4
MIA,9.0,17.0,3.0,28.9,0.0,85.0,1017.6
MIA,9.0,17.0,4.0,28.3,0.0,85.0,1017.6
MIA,9.0,17.0,5.0,28.9,0.0,85.0,1017.3
MIA,9.0,17.0,6.0,27.2,0.0,79.0,1016.8
MIA,9.0,17.0,7.0,27.2,0.0,82.0,1016.1
MIA,9.0,17.0,8.0,26.7,0.0,85.0,1015.7
MIA,9.0,17.0,9.0,27.2,0.0,82.0,1015.3
MIA,9.0,17.0,10.0,27.2,0.0,85.0,1015.4
MIA,9.0,17.0,11.0,27.2,0.0,85.0,1015.9
MIA,9.0,17.0,12.0,27.2,0.0,88.0,1015.9
MIA,9.0,17.0,13.0,29.4,0.0,77.0,1016.1
MIA,9.0,17.0,14.0,31.1,0.0,66.0,1016.1
MIA,9.0,17.0,15.0,31.7,0.0,65.0,1016.7
MIA,9.0,17.0,16.0,32.8,0.0,61.0,1016.5
MIA,9.0,17.0,17.0,32.8,0.0,61.0,1016.1
MIA,9.0,17.0,18.0,32.8,0.0,64.0,1015.6
MIA,9.0,17.0,19.0,32.8,0.0,61.0,1015.3
MIA,9.0,17.0,20.0,31.7,0.0,65.0,1014.7
MIA,9.0,17.0,21.0,31.7,0.0,65.0,1014.0
MIA,9.0,17.0,22.0,30.0,0.0,67.0,1014.2
MIA,9.0,17.0,23.0,29.4,0.0,72.0,1014.7
MIA,9.0,18.0,0.0,29.4,0.0,74.0,1015.1
MIA,9.0,18.0,1.0,29.4,0.0,74.0,1015.7
MIA,9.0,18.0,2.0,28.9,0.0,80.0,1016.3
MIA,9.0,18.0,3.0,28.9,0.0,80.0,1016.1
MIA,9.0,18.0,4.0,28.9,0.0,80.0,1016.1
MIA,9.0,18.0,5.0,27.8,0.5,88.0,1015.8
MIA,9.0,18.0,6.0,27.8,0.0,88.0,1015.5
MIA,9.0,18.0,7.0,27.8,0.0,88.0,1015.0
MIA,9.0,18.0,8.0,27.2,0.0,88.0,1014.5
MIA,9.0,18.0,9.0,27.2,0.0,88.0,1014.3
MIA,9.0,18.0,10.0,27.8,0.0,85.0,1014.3
MIA,9.0,18.0,11.0,27.2,0.0,88.0,1014.8
MIA,9.0,18.0,12.0,27.8,0.0,82.0,1015.2
MIA,9.0,18.0,13.0,29.4,0.0,80.0,1015.8
MIA,9.0,18.0,14.0,30.6,0.0,72.0,1015.9
MIA,9.0,18.0,15.0,31.7,0.0,68.0,1016.2
MIA,9.0,18.0,16.0,31.7,0.0,65.0,1016.2
MIA,9.0,18.0,17.0,32.2,0.0,64.0,1015.9
MIA,9.0,18.0,18.0,32.2,0.0,66.0,1015.3
MIA,9.0,18.0,19.0,32.8,0.0,60.0,1014.4
MIA,9.0,18.0,20.0,32.2,0.0,62.0,1014.2
MIA,9.0,18.0,21.0,31.1,0.0,68.0,1013.9
MIA,9.0,18.0,22.0,30.6,0.0,70.0,1014.2
MIA,9.0,18.0,23.0,30.0,0.0,72.0,1014.5
MIA,9.0,19.0,0.0,29.4,0.0,72.0,1015.1
MIA,9.0,19.0,1.0,29.4,0.0,74.0,1015.3
MIA,9.0,19.0,2.0,28.9,0.0,77.0,1015.7
MIA,9.0,19.0,3.0,28.3,0.0,82.0,1015.8
MIA,9.0,19.0,4.0,27.2,2.0,94.0,1015.8
MIA,9.0,19.0,5.0,27.2,,82.0,1015.7
MIA,9.0,19.0,6.0,27.2,0.0,79.0,1015.4
MIA,9.0,19.0,7.0,27.2,0.0,79.0,1014.9
MIA,9.0,19.0,8.0,26.7,0.0,79.0,1014.5
MIA,9.0,19.0,9.0,26.7,0.0,76.0,1014.4
MIA,9.0,19.0,10.0,26.7,0.0,79.0,1014.7
MIA,9.0,19.0,11.0,26.7,0.0,82.0,1015.2
MIA,9.0,19.0,12.0,27.2,0.0,79.0,1015.4
MIA,9.0,19.0,13.0,28.9,0.0,77.0,1015.9
MIA,9.0,19.0,14.0,29.4,,74.0,1016.2
MIA,9.0,19.0,15.0,30.6,,72.0,1016.6
MIA,9.0,19.0,16.0,30.6,0.0,72.0,1016.3
MIA,9.0,19.0,17.0,31.1,0.0,68.0,1015.9
MIA,9.0,19.0,18.0,31.7,0.3,68.0,1015.4
MIA,9.0,19.0,19.0,31.1,,68.0,1014.7
MIA,9.0,19.0,20.0,31.1,0.0,68.0,1014.0
MIA,9.0,19.0,21.0,31.1,0.0,70.0,1013.4
MIA,9.0,19.0,22.0,30.0,0.0,72.0,1013.4
MIA,9.0,19.0,23.0,27.8,0.5,88.0,1013.4
MIA,9.0,20.0,0.0,25.0,4.8,94.0,1013.4
MIA,9.0,20.0,1.0,27.2,,91.0,1013.6
MIA,9.0,20.0,2.0,27.8,,88.0,1013.4
MIA,9.0,20.0,3.0,27.8,2.8,88.0,1012.9
MIA,9.0,20.0,4.0,28.3,0.0,82.0,1012.4
MIA,9.0,20.0,5.0,28.3,,79.0,1012.3
MIA,9.0,20.0,6.0,28.3,0.0,79.0,1011.2
MIA,9.0,20.0,7.0,28.3,0.0,79.0,1010.4
MIA,9.0,20.0,8.0,28.3,0.0,82.0,1009.5
MIA,9.0,20.0,9.0,25.6,1.0,93.0,1009.1
MIA,9.0,20.0,10.0,26.7,,87.0,1009.5
MIA,9.0,20.0,11.0,27.8,,85.0,1009.8
MIA,9.0,20.0,12.0,27.8,0.0,85.0,1009.6
MIA,9.0,20.0,13.0,28.3,,82.0,1009.7
MIA,9.0,20.0,14.0,28.9,0.0,85.0,1010.3
MIA,9.0,20.0,15.0,25.0,3.8,96.0,1010.8
MIA,9.0,20.0,16.0,26.1,2.3,94.0,1011.7
MIA,9.0,20.0,17.0,24.4,5.1,97.0,1010.9
MIA,9.0,20.0,18.0,26.1,1.0,94.0,1011.2
MIA,9.0,20.0,19.0,26.7,1.8,94.0,1010.5
MIA,9.0,20.0,20.0,27.2,,91.0,1009.4
MIA,9.0,20.0,21.0,28.9,,85.0,1009.8
MIA,9.0,20.0,22.0,28.3,0.0,82.0,1010.1
MIA,9.0,20.0,23.0,28.3,0.0,79.0,1010.5
MIA,9.0,21.0,0.0,28.3,0.0,79.0,1011.2
MIA,9.0,21.0,1.0,28.3,,82.0,1011.5
MIA,9.0,21.0,2.0,28.3,,82.0,1012.2
MIA,9.0,21.0,3.0,25.0,0.5,90.0,1013.3
MIA,9.0,21.0,4.0,26.7,4.6,100.0,1012.4
MIA,9.0,21.0,5.0,25.6,0.5,93.0,1011.7
MIA,9.0,21.0,6.0,26.7,,85.0,1012.3
MIA,9.0,21.0,7.0,27.2,,88.0,1012.4
MIA,9.0,21.0,8.0,27.8,0.0,85.0,1011.9
MIA,9.0,21.0,9.0,27.8,0.0,88.0,1011.6
MIA,9.0,21.0,10.0,27.8,0.0,90.0,1011.7
MIA,9.0,21.0,11.0,27.8,0.0,88.0,1011.9
MIA,9.0,21.0,12.0,28.3,0.0,85.0,1012.1
MIA,9.0,21.0,13.0,28.3,0.0,85.0,1012.6
MIA,9.0,21.0,14.0,28.9,0.0,88.0,1013.2
MIA,9.0,21.0,15.0,30.0,0.0,82.0,1013.4
MIA,9.0,21.0,16.0,30.6,0.0,80.0,1013.8
MIA,9.0,21.0,17.0,31.1,0.0,78.0,1013.5
MIA,9.0,21.0,18.0,30.6,0.0,80.0,1013.1
MIA,9.0,21.0,19.0,30.6,0.0,80.0,1012.3
MIA,9.0,21.0,20.0,30.0,0.0,82.0,1011.8
MIA,9.0,21.0,21.0,30.0,0.0,80.0,1012.0
MIA,9.0,21.0,22.0,29.4,0.0,82.0,1012.3
MIA,9.0,21.0,23.0,28.9,0.0,85.0,1012.2
MIA,9.0,22.0,0.0,28.9,0.0,88.0,1012.7
MIA,9.0,22.0,1.0,28.9,0.0,88.0,1012.7
MIA,9.0,22.0,2.0,28.9,0.0,85.0,1013.2
MIA,9.0,22.0,3.0,28.9,0.0,85.0,1013.4
MIA,9.0,22.0,4.0,28.3,0.0,85.0,1013.3
MIA,9.0,22.0,5.0,28.3,0.0,82.0,1012.9
MIA,9.0,22.0,6.0,28.3,0.0,85.0,1012.7
MIA,9.0,22.0,7.0,28.3,0.0,82.0,1012.6
MIA,9.0,22.0,8.0,28.3,0.0,85.0,1012.1
MIA,9.0,22.0,9.0,28.3,,85.0,1011.9
MIA,9.0,22.0,10.0,27.8,0.0,85.0,1011.9
MIA,9.0,22.0,11.0,27.2,0.0,88.0,1012.0
MIA,9.0,22.0,12.0,27.8,0.0,85.0,1012.5
MIA,9.0,22.0,13.0,28.9,0.3,80.0,1013.0
MIA,9.0,22.0,14.0,30.6,0.0,75.0,1013.4
MIA,9.0,22.0,15.0,30.0,0.0,77.0,1013.5
MIA,9.0,22.0,16.0,30.0,0.0,75.0,1013.6
MIA,9.0,22.0,17.0,30.6,0.0,72.0,1013.4
MIA,9.0,22.0,18.0,30.6,0.0,75.0,1012.9
MIA,9.0,22.0,19.0,30.0,0.0,75.0,1012.1
MIA,9.0,22.0,20.0,30.0,0.0,75.0,1011.8
MIA,9.0,22.0,21.0,30.0,0.0,75.0,1011.9
MIA,9.0,22.0,22.0,29.4,0.0,77.0,1011.9
MIA,9.0,22.0,23.0,28.9,0.0,82.0,1012.7
MIA,9.0,23.0,0.0,28.9,0.0,82.0,1012.6
MIA,9.0,23.0,1.0,25.6,0.8,93.0,1013.6
MIA,9.0,23.0,2.0,26.1,1.0,88.0,1013.8
MIA,9.0,23.0,3.0,25.6,0.8,93.0,1014.1
MIA,9.0,23.0,4.0,25.6,0.0,87.0,1013.3
MIA,9.0,23.0,5.0,26.1,0.0,90.0,1012.5
MIA,9.0,23.0,6.0,26.7,0.0,94.0,1012.3
MIA,9.0,23.0,7.0,27.2,0.0,94.0,1012.1
MIA,9.0,23.0,8.0,27.8,0.0,88.0,1012.1
MIA,9.0,23.0,9.0,27.2,0.0,88.0,1012.1
MIA,9.0,23.0,10.0,27.2,0.0,88.0,1012.4
MIA,9.0,23.0,11.0,27.2,0.0,91.0,1012.9
MIA,9.0,23.0,12.0,27.8,0.0,88.0,1013.3
MIA,9.0,23.0,13.0,28.3,,85.0,1014.0
MIA,9.0,23.0,14.0,30.0,,77.0,1014.9
MIA,9.0,23.0,15.0,30.6,0.0,77.0,1014.9
MIA,9.0,23.0,16.0,30.6,0.0,75.0,1014.9
MIA,9.0,23.0,17.0,31.7,0.0,70.0,1014.8
MIA,9.0,23.0,18.0,31.1,0.0,70.0,1014.4
MIA,9.0,23.0,19.0,30.6,0.0,72.0,1014.0
MIA,9.0,23.0,20.0,30.6,0.0,72.0,1013.5
MIA,9.0,23.0,21.0,30.0,0.0,75.0,1013.4
MIA,9.0,23.0,22.0,29.4,0.0,74.0,1013.8
MIA,9.0,23.0,23.0,28.9,0.0,77.0,1013.9
MIA,9.0,24.0,0.0,28.3,0.0,79.0,1014.1
MIA,9.0,24.0,1.0,28.3,0.0,82.0,1014.6
MIA,9.0,24.0,2.0,28.3,0.0,79.0,1015.2
MIA,9.0,24.0,3.0,28.3,0.0,77.0,1015.7
MIA,9.0,24.0,4.0,28.3,0.0,79.0,1015.6
MIA,9.0,24.0,5.0,27.8,0.0,85.0,1015.5
MIA,9.0,24.0,6.0,28.3,0.0,82.0,1015.3
MIA,9.0,24.0,7.0,28.3,0.0,82.0,1015.0
MIA,9.0,24.0,8.0,27.8,0.0,79.0,1014.7
MIA,9.0,24.0,9.0,27.8,0.0,79.0,1014.7
MIA,9.0,24.0,10.0,27.2,0.0,85.0,1015.2
MIA,9.0,24.0,11.0,26.7,0.0,85.0,1015.6
MIA,9.0,24.0,12.0,27.8,0.0,82.0,1016.1
MIA,9.0,24.0,13.0,28.3,0.0,77.0,1016.6
MIA,9.0,24.0,14.0,30.0,0.0,67.0,1017.2
MIA,9.0,24.0,15.0,30.0,0.0,70.0,1017.5
MIA,9.0,24.0,16.0,30.6,0.0,65.0,1017.6
MIA,9.0,24.0,17.0,31.1,0.0,61.0,1017.3
MIA,9.0,24.0,18.0,31.1,0.0,61.0,1016.9
MIA,9.0,24.0,19.0,31.1,0.0,63.0,1016.4
MIA,9.0,24.0,20.0,31.1,0.0,57.0,1015.8
MIA,9.0,24.0,21.0,30.6,0.0,61.0,1015.7
MIA,9.0,24.0,22.0,30.0,0.0,65.0,1015.7
MIA,9.0,24.0,23.0,28.9,0.0,72.0,1015.9
MIA,9.0,25.0,0.0,28.3,0.0,74.0,1016.3
MIA,9.0,25.0,1.0,28.3,0.0,74.0,1016.7
MIA,9.0,25.0,2.0,27.8,0.0,74.0,1017.0
MIA,9.0,25.0,3.0,27.8,0.0,77.0,1017.4
MIA,9.0,25.0,4.0,27.8,0.0,74.0,1017.1
MIA,9.0,25.0,5.0,27.8,0.0,74.0,1016.9
MIA,9.0,25.0,6.0,27.8,0.0,77.0,1016.4
MIA,9.0,25.0,7.0,27.2,0.0,74.0,1016.0
MIA,9.0,25.0,8.0,27.2,0.0,77.0,1015.6
MIA,9.0,25.0,9.0,26.7,,82.0,1015.7
MIA,9.0,25.0,10.0,26.1,0.0,85.0,1016.5
MIA,9.0,25.0,11.0,26.1,0.3,88.0,1016.7
MIA,9.0,25.0,12.0,25.6,0.8,90.0,1017.4
MIA,9.0,25.0,13.0,25.0,0.5,90.0,1017.9
MIA,9.0,25.0,14.0,23.9,6.9,100.0,1018.2
MIA,9.0,25.0,15.0,25.6,,96.0,1018.3
MIA,9.0,25.0,16.0,27.2,0.0,85.0,1018.4
MIA,9.0,25.0,17.0,29.4,0.0,63.0,1017.9
MIA,9.0,25.0,18.0,30.0,0.0,61.0,1017.0
MIA,9.0,25.0,19.0,30.0,0.0,63.0,1016.3
MIA,9.0,25.0,20.0,30.0,0.0,65.0,1015.7
MIA,9.0,25.0,21.0,30.0,0.0,67.0,1015.3
MIA,9.0,25.0,22.0,29.4,0.0,70.0,1015.1
MIA,9.0,25.0,23.0,28.3,0.0,77.0,1015.2
MIA,9.0,26.0,0.0,27.8,0.0,77.0,1015.3
MIA,9.0,26.0,1.0,27.8,0.0,79.0,1015.8
MIA,9.0,26.0,2.0,27.8,0.0,74.0,1016.2
MIA,9.0,26.0,3.0,27.8,0.0,77.0,1016.5
MIA,9.0,26.0,4.0,27.2,0.0,79.0,1016.4
MIA,9.0,26.0,5.0,27.2,0.0,82.0,1015.8
MIA,9.0,26.0,6.0,27.2,0.0,82.0,1015.4
MIA,9.0,26.0,7.0,25.0,1.3,94.0,1015.0
MIA,9.0,26.0,8.0,25.6,,96.0,1014.7
MIA,9.0,26.0,9.0,25.0,0.0,100.0,1014.4
